Provinsi/Kabupaten/Kota,,,,,,
,Pengeluaran per Kapita yang Disesuaikan menurut Jenis Kelamin (Ribu Rupiah/Orang/Tahun),,,,,
,Laki-laki,,,Perempuan,,
SULAWESI SELATAN,14672,15010,15492,9194,9379,9591
Kepulauan Selayar,-,13483,13798,-,7414,7585
Bulukumba,-,12680,13103,-,10068,10182
Bantaeng,-,11014,11445,-,8743,8979
Jeneponto,-,13481,13780,-,7884,8072
Takalar,-,15361,15823,-,6394,6581
Gowa,-,13884,14292,-,6065,6217
Sinjai,-,9308,9607,-,8539,8768
Maros,-,15419,15857,-,7644,7947
Pangkajene dan Kepulauan,-,16919,17427,-,8914,9149
Barru,-,13167,13650,-,10061,10353
Bone,-,11908,12333,-,7421,7579
Soppeng,-,10050,10456,-,8680,8929
Wajo,-,19260,19659,-,9160,9382
Sidenreng Rappang,-,17443,17934,-,9650,9882
Pinrang,-,14601,14988,-,10131,10290
Enrekang,-,10567,11005,-,9847,10111
Luwu,-,13383,13875,-,7776,8019
Tana Toraja,-,10053,10461,-,4908,5135
Luwu Utara,-,15544,16039,-,7893,8115
Luwu Timur,-,18509,18992,-,8725,8950
Toraja Utara,-,10628,11035,-,4779,5006
Kota Makasar,-,19668,20033,-,13110,13266
Kota Parepare,-,15066,15437,-,12929,13100
Kota Palopo,-,14919,15409,-,11461,11777
SULAWESI TENGGARA,12714,13068,13271,7269,7422,7578
Buton,-,11899,12025,-,4402,4453
Muna,-,11746,11959,-,6047,6118
Konawe,-,14141,14359,-,9126,9254
Kolaka,-,17562,17764,-,8354,8437
Konawe Selatan,-,12918,13103,-,6044,6114
Bombana,-,12059,12342,-,4704,4839
Wakatobi,-,12746,13195,-,6797,7048
Kolaka Utara,-,10497,10695,-,9721,9831
Buton Utara,-,9575,9763,-,6719,6837
Konawe Utara,-,13039,13289,-,5719,5805
Kolaka Timur,-,7484,7594,-,8220,8307
Konawe Kepulauan,-,9958,10189,-,4535,4628
Muna Barat,-,10045,10202,-,5915,5988
Buton Tengah,-,11275,11428,-,4374,4485
Buton Selatan,-,13047,13190,-,2874,2922
Kota Kendari,-,16580,16794,-,12504,12668
Kota Baubau,-,14824,14989,-,8033,8148
GORONTALO,13156,13552,13860,4749,4995,5126
Boalemo,-,12786,13117,-,3476,3609
Gorontalo,-,13595,13858,-,3671,3786
Pohuwato,-,12346,12845,-,6543,6628
Bone Bolango,-,13610,13899,-,4947,5091
Gorontalo Utara,-,13010,13341,-,3518,3691
Kota Gorontalo,-,17249,17515,-,5988,6125
SULAWESI BARAT,12358,12662,13157,6475,6572,6805
Majene,-,11665,12163,-,8780,9032
Polewali Mandar,-,11388,11857,-,6861,7098
Mamasa,-,7883,8233,-,7304,7439
Mamuju,-,11768,12281,-,6287,6452
Mamuju Utara / Pasangkayu,-,16334,16858,-,5902,6028
Mamuju Tengah,-,12224,12711,-,4967,5195
MALUKU,11301,11602,11910,7309,7418,7636
Maluku Tenggara Barat / Kepulauan Tanimbar,-,8136,8449,-,3828,3979
Maluku Tenggara,-,8325,8514,-,6954,7111
Maluku Tengah,-,10712,11115,-,9493,9709
Buru,-,15994,16167,-,8419,8533
Kepulauan Aru,-,10943,11151,-,5451,5596
Seram Bagian Barat,-,8390,8619,-,8069,8227
Seram Bagian Timur,-,12453,12727,-,6632,6771
Maluku Barat Daya,-,9258,9496,-,5247,5400
Buru Selatan,-,12742,12952,-,5712,5836
Kota Ambon,-,15722,16188,-,13101,13326
Kota Tual,-,10276,10603,-,4951,5164
MALUKU UTARA,11632,11885,12178,6506,6655,6833
Halmahera Barat,-,10586,10864,-,5634,5742
Halmahera Tengah,-,10380,10679,-,6204,6349
Kepulauan Sula,-,9099,9355,-,6430,6605
Halmahera Selatan,-,10583,10776,-,5415,5520
Halmahera Utara,-,11174,11462,-,6370,6558
Halmahera Timur,-,12195,12378,-,4359,4450
Pulau Morotai,-,10469,10673,-,2262,2325
Pulau Taliabu,-,11147,11371,-,4365,4491
Kota Ternate,-,17339,17585,-,10192,10320
Kota Tidore Kepulauan,-,9393,9742,-,7759,7934
PAPUA BARAT,10350,10674,11148,5192,5312,5534
Fakfak,-,10634,11039,-,4489,4600
Kaimana,-,10971,11488,-,5337,5488
Teluk Wondama,-,12020,12363,-,4199,4267
Teluk Bintuni,-,13288,13691,-,6328,6391
Manokwari,-,17014,17274,-,7454,7535
